id,loan_status,term,initial_list_status,loan_amnt,funded_amnt,funded_amnt_inv,int_rate,installment,sub_grade,emp_length,annual_inc,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,recoveries,collection_recovery_fee,tot_cur_bal,total_rev_hi_lim,home_ownershipRENT,home_ownershipMORTGAGE,home_ownershipOTHER,home_ownershipOWN,home_ownershipNONE,purposedebt_consolidation,purposecredit_card,purposehome_improvement,purposesmall_business,purposeother,purposemajor_purchase,purposewedding,purposecar,purposehouse,purposemoving,purposemedical,purposerenewable_energy,purposevacation,purposeeducational,earliest_cr_line2010,earliest_cr_line1990,earliest_cr_line2000,earliest_cr_line1970,earliest_cr_line1980,earliest_cr_line1960,earliest_cr_line1950
2673,1,1,1,-0.319,-0.317,-0.310,-0.265,-0.141,-0.560,0.636,-0.069,-1.065,0.798,-0.772,-1.046,-0.359,-0.166,0.798,-0.847,0.260,0.260,-0.259,-0.173,1.386,-0.310,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2674,1,1,1,-0.913,-0.911,-0.902,-1.246,-0.889,2.289,1.174,-0.248,-1.298,0.798,-0.772,-1.046,-0.359,-0.592,-0.737,-0.932,-0.244,-0.243,-0.259,-0.173,-0.634,-0.451,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2675,0,1,1,0.392,0.395,0.402,0.599,0.825,1.149,1.174,0.349,-0.076,-0.353,-0.772,-0.655,1.661,0.226,1.416,-0.508,-0.730,-0.730,-0.259,-0.173,-0.387,-0.130,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2676,1,1,0,-0.794,-0.792,-0.784,0.947,-0.603,-0.332,-1.517,0.088,0.333,0.798,0.173,-0.264,-0.359,0.102,1.349,0.170,-0.730,-0.730,0.648,0.823,-0.317,-0.204,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2677,1,1,0,-0.913,-0.911,-0.902,0.372,-0.789,1.149,-0.710,-0.562,2.022,-0.353,0.173,-0.460,-0.359,-0.494,0.104,-0.932,-0.730,-0.730,0.607,0.778,-0.194,-0.497,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2678,1,1,0,-1.601,-1.600,-1.590,2.486,-1.596,-1.471,-1.248,-1.370,-0.511,-0.353,-0.772,-0.850,-0.359,-0.715,0.205,-1.440,-0.611,-0.611,-0.259,-0.173,-0.789,-0.740,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2679,1,1,1,-0.115,-0.112,-0.105,0.815,0.231,-0.332,-1.248,-0.584,-0.117,-0.353,2.063,-0.069,-0.359,-0.534,-0.241,-1.101,-0.730,-0.730,-0.259,-0.173,-0.562,-0.483,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2680,1,1,1,-1.150,-1.148,-1.139,-0.265,-1.104,-0.560,1.174,-0.136,0.741,0.798,0.173,3.642,-0.359,2.450,-0.556,2.290,-0.730,-0.730,0.632,-0.119,1.086,2.049,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2681,0,1,1,-0.557,-0.555,-0.547,-0.968,-0.478,-1.015,-1.517,-0.517,0.414,-0.353,-0.772,0.126,-0.359,-0.507,0.411,0.170,-0.730,-0.730,-0.259,-0.173,1.043,-0.553,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2682,0,0,1,-0.319,-0.317,-0.310,-0.265,-0.674,-0.560,0.905,0.649,0.134,-0.353,1.118,2.861,-0.359,0.225,-0.805,1.781,-0.730,-0.730,-0.259,-0.173,0.738,0.944,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2683,0,1,0,-1.624,-1.624,-1.614,-0.785,-1.659,0.352,1.174,-0.248,-0.420,-0.353,-0.772,-1.046,-0.359,0.404,1.631,-0.084,-0.730,-0.730,-0.259,-0.173,-0.808,-0.898,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2684,1,0,0,0.037,0.039,0.046,1.575,-0.119,-1.015,-1.517,0.582,-0.411,-0.353,-0.772,0.517,-0.359,0.087,1.109,-0.253,0.690,0.691,-0.259,-0.173,-0.630,-0.169,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2685,1,1,0,-0.088,-0.086,-0.078,1.675,0.377,0.010,0.636,-0.598,-1.787,-0.353,-0.772,-0.850,-0.359,-0.600,-1.225,-1.271,-0.730,-0.730,2.076,2.394,-0.774,-0.282,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2686,0,0,0,2.409,2.414,2.417,0.537,1.741,-0.332,1.174,3.810,-0.927,1.950,-0.772,0.322,-0.359,0.347,0.701,0.255,2.726,2.727,-0.259,-0.173,13.165,0.151,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2687,1,1,1,1.579,1.583,1.587,-0.455,2.013,1.719,-0.172,0.102,0.042,4.253,2.063,0.907,-0.359,0.209,-0.203,1.272,-0.730,-0.730,-0.259,-0.173,-0.084,0.419,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2688,0,0,1,0.820,0.823,0.826,0.233,0.324,-1.243,1.174,-0.517,-0.193,-0.353,1.118,-0.655,-0.359,-0.579,-1.801,-1.016,1.796,1.794,-0.259,-0.173,0.223,0.414,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2689,1,1,1,0.535,0.538,0.544,0.440,0.972,-0.788,-1.248,-0.696,1.579,-0.353,-0.772,2.275,-0.359,0.779,0.996,1.018,1.386,1.387,-0.259,-0.173,0.364,0.401,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2690,0,1,1,-0.557,-0.555,-0.547,-0.318,-0.421,1.036,0.097,1.949,-1.222,1.950,1.118,-1.436,-0.359,0.154,1.379,-0.762,-0.730,-0.730,-0.259,-0.173,2.047,-0.173,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2691,1,0,1,-0.082,-0.080,-0.072,-0.499,-0.518,-1.129,-1.517,-0.248,0.401,0.798,-0.772,-0.264,-0.359,-0.456,-1.330,-0.508,0.959,0.960,-0.259,-0.173,-0.478,0.141,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2692,0,1,0,-0.082,-0.080,-0.072,0.427,0.222,-0.332,-1.248,-0.808,0.054,-0.353,-0.772,1.493,-0.359,-0.298,-0.788,1.018,-0.730,-0.730,-0.259,-0.173,-0.696,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2693,0,1,0,-0.794,-0.792,-0.784,-0.197,-0.686,0.010,-1.248,-0.786,0.984,-0.353,-0.772,-0.264,1.661,-0.449,0.992,0.255,-0.025,-0.025,-0.259,-0.173,-0.595,-0.567,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2694,0,1,1,-0.853,-0.852,-0.843,-1.116,-0.816,-0.332,1.174,-0.553,-0.025,-0.353,0.173,-0.460,5.703,-0.504,0.651,0.594,-0.131,-0.131,-0.259,-0.173,0.314,-0.578,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2695,0,1,1,1.223,1.227,1.232,-2.035,1.267,-0.901,0.097,4.460,-1.876,-0.353,-0.772,1.103,-0.359,-0.137,-2.092,0.933,2.050,2.051,-0.259,-0.173,2.317,5.672,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2696,0,1,1,-0.794,-0.792,-0.784,-2.035,-0.813,-0.901,-1.248,-0.741,-0.781,-0.353,-0.772,0.322,-0.359,-0.446,-1.987,0.255,0.133,0.134,-0.259,-0.173,-0.726,1.905,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2697,1,1,0,-0.174,-0.172,-0.164,0.991,0.179,0.124,0.097,-0.214,-0.092,-0.353,4.898,1.884,-0.359,-0.206,-0.863,0.594,-0.730,-0.730,1.749,-0.051,-0.669,0.260,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2698,0,1,0,-1.031,-1.030,-1.021,0.167,-0.943,-0.560,0.636,-0.584,-1.376,-0.353,-0.772,-1.241,-0.359,-0.618,-0.039,-1.695,-0.730,-0.730,-0.259,-0.173,-0.709,-0.613,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2699,0,0,1,0.392,0.395,0.402,-1.405,-0.303,-1.015,0.636,0.346,0.210,-0.353,-0.772,0.322,-0.359,0.396,0.361,-0.508,1.286,1.287,-0.259,-0.173,0.897,0.331,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2700,1,1,0,-1.387,-1.386,-1.377,-0.411,-1.383,-0.560,0.636,-0.629,-0.121,-0.353,0.173,-0.850,-0.359,-0.538,1.240,-1.101,-0.358,-0.358,-0.259,-0.173,-0.741,-0.655,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2701,1,1,0,-0.100,-0.098,-0.090,0.665,0.230,0.124,-0.441,-0.816,-0.178,-0.353,1.118,-1.046,-0.359,-0.322,0.428,-0.762,0.799,0.800,-0.259,-0.173,-0.710,-0.380,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2702,1,0,0,1.816,1.820,1.824,2.279,1.778,-0.788,-0.979,0.200,0.624,-0.353,3.008,1.298,1.661,0.217,-0.350,3.222,-0.730,-0.730,4.521,0.119,-0.154,0.525,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2703,0,0,0,1.579,1.583,1.587,0.991,1.162,0.124,-0.979,0.884,0.534,-0.353,-0.772,-0.069,-0.359,-0.069,0.445,1.018,-0.730,-0.730,-0.259,-0.173,1.431,-0.145,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2704,0,1,0,-1.209,-1.208,-1.199,-1.528,-1.222,0.694,0.636,-0.046,0.955,-0.353,-0.772,-0.655,-0.359,-0.275,0.209,0.170,-0.730,-0.730,-0.259,-0.173,-0.808,-0.898,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2705,1,0,0,0.962,0.965,0.968,1.529,0.740,-0.674,-0.172,-0.449,1.420,-0.353,0.173,-0.264,-0.359,0.155,0.983,-0.847,-0.730,-0.730,3.420,3.872,-0.498,-0.088,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2706,0,1,0,0.630,0.633,0.639,-1.528,0.740,0.694,0.636,0.447,-0.951,-0.353,-0.772,0.517,-0.359,0.243,-0.628,0.679,-0.730,-0.730,-0.259,-0.173,0.253,0.785,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2707,0,1,1,0.037,0.039,0.046,-0.565,0.232,0.352,1.174,2.039,0.410,-0.353,3.008,1.884,-0.359,-0.330,-1.932,3.053,-0.035,-0.035,-0.259,-0.173,-0.161,2.232,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2708,0,0,0,2.157,2.162,2.165,2.030,2.032,-0.788,-1.517,0.313,-0.145,-0.353,0.173,0.517,-0.359,0.188,1.130,-0.253,1.761,1.761,-0.259,-0.173,-0.428,-0.097,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2709,1,0,1,-0.557,-0.555,-0.547,0.019,-0.833,0.010,1.174,1.859,-0.547,-0.353,0.173,-0.850,-0.359,0.199,0.512,-0.253,-0.730,-0.730,-0.259,-0.173,2.201,0.084,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2710,1,0,0,0.897,0.900,0.903,-0.318,0.270,1.036,1.174,-0.472,-0.565,-0.353,-0.772,-0.655,-0.359,0.231,0.815,-0.508,-0.730,-0.730,-0.259,-0.173,0.783,0.017,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2711,1,1,1,-0.340,-0.338,-0.330,1.022,-0.026,-0.674,1.174,0.221,-0.747,-0.353,0.173,1.493,-0.359,0.412,-0.590,-0.253,-0.730,-0.730,-0.259,-0.173,0.250,1.000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2712,0,0,0,-0.319,-0.317,-0.310,2.429,-0.345,-0.560,-0.172,-0.472,-1.809,-0.353,-0.772,-0.460,-0.359,-0.418,-0.502,0.086,-0.730,-0.730,-0.259,-0.173,0.178,-0.261,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2713,0,1,0,1.816,1.820,1.824,0.363,2.505,0.580,1.174,0.088,0.611,0.798,-0.772,0.322,-0.359,0.409,1.366,0.170,-0.730,-0.730,-0.259,-0.173,0.592,0.010,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2714,0,1,0,0.037,0.039,0.046,0.019,0.310,0.010,1.174,-0.024,-1.095,-0.353,-0.772,-0.850,-0.359,-0.250,-0.287,-1.186,-0.730,-0.730,-0.259,-0.173,-0.648,-0.113,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2715,1,0,1,0.250,0.253,0.259,-0.265,-0.227,-0.560,-0.172,-0.741,-0.623,-0.353,-0.772,-0.069,-0.359,-0.241,-0.973,0.425,0.866,0.867,-0.259,-0.173,-0.257,0.285,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2716,1,1,1,-0.319,-0.317,-0.310,0.372,-0.072,1.149,-0.710,0.167,0.702,-0.353,1.118,2.275,1.661,0.292,-0.279,0.933,-0.730,-0.730,-0.259,-0.173,0.195,0.570,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2717,0,1,1,0.630,0.633,0.639,-0.270,0.959,0.010,-0.979,-0.248,-0.072,-0.353,0.173,0.322,-0.359,0.631,1.257,-0.508,1.579,1.580,-0.259,-0.173,-0.592,0.201,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2718,1,1,1,-0.239,-0.237,-0.230,-0.126,-0.032,0.010,-0.710,-0.755,-0.529,-0.353,-0.772,-0.460,-0.359,-0.426,-0.615,-1.186,0.265,0.265,-0.259,-0.173,-0.725,-0.233,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2719,1,1,0,-1.565,-1.564,-1.554,-0.411,-1.587,-0.560,-1.248,-0.450,0.825,0.798,-0.772,0.712,5.703,-0.343,0.399,0.001,-0.557,-0.557,-0.259,-0.173,0.141,-0.395,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2720,0,0,1,0.066,0.069,0.076,0.233,-0.298,-1.243,-0.172,-0.808,2.342,-0.353,-0.772,-0.460,-0.359,0.439,-0.893,-0.762,0.962,0.963,-0.259,-0.173,0.156,1.436,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2721,0,1,0,-0.527,-0.525,-0.517,0.383,-0.322,-0.788,-1.248,-0.674,-1.120,-0.353,0.173,1.493,-0.359,-0.577,-0.762,0.594,0.085,0.085,-0.259,-0.173,-0.591,-0.419,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2722,1,1,1,-1.194,-1.193,-1.184,0.665,-1.117,0.124,-1.248,-0.472,1.157,-0.353,4.898,-1.046,1.661,-0.826,0.579,-0.169,-0.730,-0.730,-0.259,-0.173,0.980,-0.859,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2723,0,1,0,-0.794,-0.792,-0.784,-1.552,-0.781,1.491,-1.248,-0.192,-1.968,-0.353,0.173,0.322,-0.359,-0.846,-2.310,0.510,-0.730,-0.730,-0.259,-0.173,-0.808,-0.898,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2724,0,1,0,2.409,2.414,2.417,1.033,3.438,-1.015,1.174,0.604,-1.225,4.253,-0.772,-0.069,-0.359,0.319,-0.274,0.086,2.537,2.538,-0.259,-0.173,1.408,0.602,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2725,0,1,1,-0.913,-0.911,-0.902,-0.318,-0.832,1.036,-1.517,-0.607,-1.040,-0.353,-0.772,0.322,-0.359,-0.632,0.213,-0.253,-0.730,-0.730,-0.259,-0.173,-0.587,-0.655,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2726,1,1,0,-1.150,-1.148,-1.139,0.879,-1.052,-1.357,-1.517,-0.965,-0.172,-0.353,-0.772,-1.827,-0.359,-0.183,1.707,-1.779,-0.730,-0.730,0.759,0.945,-0.712,-0.451,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2727,0,1,1,0.630,0.633,0.639,-1.638,0.722,0.694,1.174,1.209,0.281,-0.353,-0.772,-0.264,-0.359,3.878,0.352,-0.592,-0.730,-0.730,-0.259,-0.173,2.204,3.574,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2728,0,0,1,1.104,1.108,1.113,-0.536,0.383,0.352,0.366,-0.024,1.447,-0.353,-0.772,1.493,-0.359,-0.131,-0.994,0.679,-0.730,-0.730,-0.259,-0.173,-0.027,0.510,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2729,0,1,1,-0.557,-0.555,-0.547,-1.246,-0.502,2.289,1.174,1.770,-0.246,0.798,0.173,0.126,-0.359,1.216,0.163,0.001,-0.730,-0.730,-0.259,-0.173,1.582,0.845,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2730,0,1,0,-0.067,-0.065,-0.058,-0.124,0.169,0.010,1.174,-0.584,0.387,-0.353,0.173,-0.069,1.661,-0.496,1.240,1.103,-0.730,-0.730,-0.259,-0.173,-0.808,-0.898,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2731,0,1,0,-0.177,-0.175,-0.179,-0.752,-0.033,-1.015,-1.248,-0.113,-1.167,-0.353,0.173,0.907,-0.359,0.620,0.054,1.951,-0.730,-0.730,-0.259,-0.173,-0.808,-0.898,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2732,0,1,1,2.409,2.414,2.417,-0.124,3.067,0.580,0.905,1.285,0.003,-0.353,-0.772,0.712,-0.359,0.660,-0.178,0.425,3.213,3.214,-0.259,-0.173,-0.255,0.947,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2733,1,0,1,1.816,1.820,1.824,2.475,1.842,-0.560,1.174,0.142,-0.496,-0.353,0.173,1.493,-0.359,-0.012,0.159,1.527,2.862,2.864,-0.259,-0.173,1.266,-0.000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2734,1,1,1,0.814,0.817,0.823,1.309,1.484,-0.332,-0.979,-0.248,0.619,-0.353,3.008,-0.069,-0.359,0.875,0.908,-0.677,1.602,1.603,-0.259,-0.173,-0.522,0.514,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2735,1,1,1,-0.936,-0.935,-0.929,-0.455,-0.868,1.036,-1.517,-1.122,-0.525,-0.353,0.173,-1.241,-0.359,-0.670,-0.073,-0.592,-0.286,-0.288,-0.259,-0.173,-0.747,-0.669,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2736,0,1,1,-0.794,-0.792,-0.784,-0.536,-0.710,0.352,-0.710,-0.450,1.953,-0.353,0.173,0.712,-0.359,0.777,0.950,0.679,-0.730,-0.730,-0.259,-0.173,1.129,0.419,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2737,1,0,0,0.535,0.538,0.544,-0.499,-0.045,-1.129,-1.517,-0.584,-0.162,-0.353,0.173,-0.655,-0.359,-0.144,-0.392,0.594,1.563,1.564,-0.259,-0.173,0.009,0.070,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2738,0,1,0,-1.197,-1.196,-1.187,1.860,-1.069,-1.471,1.174,-0.831,-0.146,0.798,0.173,-0.264,-0.359,-0.045,0.546,-0.508,-0.323,-0.323,-0.259,-0.173,-0.703,-0.148,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2739,1,0,1,-0.319,-0.317,-0.310,-0.411,-0.690,-0.560,-1.248,0.200,-1.118,-0.353,1.118,-0.460,-0.359,-0.008,1.614,0.425,0.648,0.648,-0.259,-0.173,0.980,-0.324,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2740,1,1,1,0.037,0.039,0.046,-0.054,0.300,0.580,-0.710,0.088,-1.000,1.950,-0.772,0.322,-0.359,-0.509,-0.291,-0.169,0.660,0.661,-0.259,-0.173,-0.684,-0.440,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2741,1,0,1,2.409,2.414,2.417,-0.499,1.392,-1.129,-0.172,1.097,0.273,-0.353,-0.772,0.126,-0.359,1.382,-0.144,0.594,-0.730,-0.730,-0.259,-0.173,0.678,1.778,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2742,1,0,0,2.409,2.414,2.411,0.709,1.801,-1.243,-0.710,1.994,-0.832,-0.353,-0.772,-0.460,-0.359,-0.168,0.849,-0.253,-0.730,-0.730,5.614,6.284,4.164,-0.321,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2743,0,0,1,1.223,1.227,1.232,-0.666,0.443,1.719,1.174,-0.248,1.597,0.798,-0.772,-0.460,-0.359,1.542,0.886,-0.762,2.214,2.215,-0.259,-0.173,-0.100,1.067,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2744,1,0,1,0.037,0.039,0.046,0.537,-0.278,-1.243,1.174,-0.472,-0.131,0.798,-0.772,-0.655,1.661,-0.379,0.706,0.510,-0.730,-0.730,-0.259,-0.173,-0.572,-0.476,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2745,1,0,1,0.600,0.603,0.609,1.419,0.378,-0.332,0.366,-0.584,1.589,-0.353,-0.772,0.517,-0.359,0.212,1.025,0.086,1.438,1.439,-0.259,-0.173,-0.579,-0.053,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2746,0,1,1,0.748,0.752,0.757,-0.536,1.047,0.352,-1.248,1.209,-0.876,-0.353,-0.772,-0.069,-0.359,0.269,1.051,-0.253,-0.730,-0.730,-0.259,-0.173,2.161,-0.016,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2747,0,1,0,-0.494,-0.492,-0.484,-0.208,-0.339,-0.560,1.174,-0.495,-1.495,-0.353,2.063,-0.655,-0.359,-0.431,-0.876,-0.847,-0.730,-0.730,-0.259,-0.173,-0.808,-0.898,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2748,1,1,1,-0.746,-0.745,-0.736,-1.777,-0.746,-0.104,1.174,0.088,-1.300,1.950,0.173,0.517,-0.359,1.857,-2.336,0.933,-0.730,-0.730,-0.259,-0.173,-0.394,8.190,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2749,0,1,0,0.155,0.158,0.159,-0.565,0.367,0.352,1.174,-0.181,1.374,-0.353,-0.772,-0.069,-0.359,0.975,0.104,0.594,-0.730,-0.730,-0.259,-0.173,-0.469,1.077,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2750,0,1,0,-0.675,-0.673,-0.665,-0.863,-0.601,-0.332,1.174,0.649,-0.690,-0.353,1.118,0.322,-0.359,0.849,0.987,0.849,-0.730,-0.730,-0.259,-0.173,1.021,0.454,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2751,1,1,0,-0.082,-0.080,-0.072,-0.124,0.152,0.580,-0.172,0.537,-0.214,-0.353,-0.772,0.322,-0.359,0.310,0.449,-0.423,0.764,0.765,-0.259,-0.173,-0.634,0.211,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2752,0,0,0,2.409,2.414,2.411,0.665,1.786,-0.788,0.905,0.873,-0.269,0.798,0.173,0.517,-0.359,0.837,-0.464,0.170,-0.730,-0.730,-0.259,-0.173,1.034,1.465,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2753,0,0,1,0.630,0.633,0.639,-1.076,-0.079,-1.015,1.174,1.725,-1.368,1.950,2.063,-0.460,-0.359,-0.476,-1.002,0.594,-0.730,-0.730,-0.259,-0.173,0.702,-0.137,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2754,1,0,1,-0.319,-0.317,-0.310,-0.014,-0.645,0.580,-1.517,-0.651,-1.701,-0.353,0.173,0.126,-0.359,-0.567,0.659,-0.932,0.520,0.520,-0.259,-0.173,-0.410,-0.634,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2755,0,1,0,-0.984,-0.982,-0.973,-0.666,-0.934,1.719,-1.248,-1.136,-1.782,1.950,-0.772,-0.655,-0.359,-0.793,-1.027,-0.677,0.026,0.026,-0.259,-0.173,-0.799,-0.750,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
